,previous_state,current_state
16,"[[1, 6, 4], [7, 8, 5], [2, 3, 0]]","[[1, 6, 4], [7, 8, 5], [2, 0, 3]]"
17,"[[1, 4, 0], [7, 6, 8], [2, 3, 5]]","[[1, 4, 8], [7, 6, 0], [2, 3, 5]]"
18,"[[0, 1, 4], [7, 6, 8], [2, 3, 5]]","[[7, 1, 4], [0, 6, 8], [2, 3, 5]]"
19,"[[1, 6, 4], [2, 7, 8], [0, 3, 5]]","[[1, 6, 4], [2, 7, 8], [3, 0, 5]]"
20,"[[0, 6, 4], [1, 7, 8], [2, 3, 5]]","[[6, 0, 4], [1, 7, 8], [2, 3, 5]]"
21,"[[1, 6, 4], [7, 3, 0], [2, 5, 8]]","[[1, 6, 0], [7, 3, 4], [2, 5, 8]]"
22,"[[1, 6, 4], [7, 3, 0], [2, 5, 8]]","[[1, 6, 4], [7, 0, 3], [2, 5, 8]]"
23,"[[1, 6, 4], [7, 8, 5], [2, 0, 3]]","[[1, 6, 4], [7, 0, 5], [2, 8, 3]]"
24,"[[1, 6, 4], [7, 8, 5], [2, 0, 3]]","[[1, 6, 4], [7, 8, 5], [0, 2, 3]]"
25,"[[1, 0, 6], [7, 8, 4], [2, 3, 5]]","[[0, 1, 6], [7, 8, 4], [2, 3, 5]]"
26,"[[1, 6, 4], [0, 3, 8], [7, 2, 5]]","[[0, 6, 4], [1, 3, 8], [7, 2, 5]]"
27,"[[1, 6, 4], [0, 3, 8], [7, 2, 5]]","[[1, 6, 4], [3, 0, 8], [7, 2, 5]]"
28,"[[1, 0, 6], [7, 8, 4], [2, 3, 5]]","[[1, 8, 6], [7, 0, 4], [2, 3, 5]]"
29,"[[1, 4, 8], [7, 6, 0], [2, 3, 5]]","[[1, 4, 8], [7, 0, 6], [2, 3, 5]]"
30,"[[1, 4, 8], [7, 6, 0], [2, 3, 5]]","[[1, 4, 8], [7, 6, 5], [2, 3, 0]]"
31,"[[7, 1, 4], [0, 6, 8], [2, 3, 5]]","[[7, 1, 4], [2, 6, 8], [0, 3, 5]]"
32,"[[1, 6, 4], [7, 0, 3], [2, 5, 8]]","[[1, 0, 4], [7, 6, 3], [2, 5, 8]]"
33,"[[1, 6, 4], [7, 0, 5], [2, 8, 3]]","[[1, 0, 4], [7, 6, 5], [2, 8, 3]]"
34,"[[1, 6, 0], [7, 3, 4], [2, 5, 8]]","[[1, 0, 6], [7, 3, 4], [2, 5, 8]]"
35,"[[1, 6, 4], [7, 8, 5], [0, 2, 3]]","[[1, 6, 4], [0, 8, 5], [7, 2, 3]]"
36,"[[1, 6, 4], [2, 7, 8], [3, 0, 5]]","[[1, 6, 4], [2, 0, 8], [3, 7, 5]]"
37,"[[1, 6, 4], [2, 7, 8], [3, 0, 5]]","[[1, 6, 4], [2, 7, 8], [3, 5, 0]]"
38,"[[1, 6, 4], [7, 0, 5], [2, 8, 3]]","[[1, 6, 4], [7, 5, 0], [2, 8, 3]]"
39,"[[1, 6, 4], [7, 0, 3], [2, 5, 8]]","[[1, 6, 4], [7, 5, 3], [2, 0, 8]]"
40,"[[7, 1, 4], [0, 6, 8], [2, 3, 5]]","[[7, 1, 4], [6, 0, 8], [2, 3, 5]]"
41,"[[1, 6, 4], [7, 0, 3], [2, 5, 8]]","[[1, 6, 4], [0, 7, 3], [2, 5, 8]]"
42,"[[1, 6, 4], [7, 0, 5], [2, 8, 3]]","[[1, 6, 4], [0, 7, 5], [2, 8, 3]]"
43,"[[1, 6, 4], [3, 0, 8], [7, 2, 5]]","[[1, 0, 4], [3, 6, 8], [7, 2, 5]]"
44,"[[1, 6, 4], [3, 0, 8], [7, 2, 5]]","[[1, 6, 4], [3, 2, 8], [7, 0, 5]]"
45,"[[1, 6, 4], [3, 0, 8], [7, 2, 5]]","[[1, 6, 4], [3, 8, 0], [7, 2, 5]]"
46,"[[1, 8, 6], [7, 0, 4], [2, 3, 5]]","[[1, 8, 6], [7, 3, 4], [2, 0, 5]]"
47,"[[1, 8, 6], [7, 0, 4], [2, 3, 5]]","[[1, 8, 6], [7, 4, 0], [2, 3, 5]]"
48,"[[1, 4, 8], [7, 0, 6], [2, 3, 5]]","[[1, 0, 8], [7, 4, 6], [2, 3, 5]]"
49,"[[1, 4, 8], [7, 0, 6], [2, 3, 5]]","[[1, 4, 8], [7, 3, 6], [2, 0, 5]]"
50,"[[1, 4, 8], [7, 6, 5], [2, 3, 0]]","[[1, 4, 8], [7, 6, 5], [2, 0, 3]]"
51,"[[1, 8, 6], [7, 0, 4], [2, 3, 5]]","[[1, 8, 6], [0, 7, 4], [2, 3, 5]]"
52,"[[0, 6, 4], [1, 3, 8], [7, 2, 5]]","[[6, 0, 4], [1, 3, 8], [7, 2, 5]]"
53,"[[6, 0, 4], [1, 7, 8], [2, 3, 5]]","[[6, 4, 0], [1, 7, 8], [2, 3, 5]]"
54,"[[0, 1, 6], [7, 8, 4], [2, 3, 5]]","[[7, 1, 6], [0, 8, 4], [2, 3, 5]]"
55,"[[1, 4, 8], [7, 0, 6], [2, 3, 5]]","[[1, 4, 8], [0, 7, 6], [2, 3, 5]]"
56,"[[6, 0, 4], [1, 7, 8], [2, 3, 5]]","[[6, 7, 4], [1, 0, 8], [2, 3, 5]]"
57,"[[1, 0, 6], [7, 3, 4], [2, 5, 8]]","[[1, 3, 6], [7, 0, 4], [2, 5, 8]]"
58,"[[1, 0, 4], [7, 6, 3], [2, 5, 8]]","[[1, 4, 0], [7, 6, 3], [2, 5, 8]]"
59,"[[1, 0, 4], [7, 6, 5], [2, 8, 3]]","[[1, 4, 0], [7, 6, 5], [2, 8, 3]]"
60,"[[1, 6, 4], [7, 5, 0], [2, 8, 3]]","[[1, 6, 0], [7, 5, 4], [2, 8, 3]]"
61,"[[1, 6, 4], [7, 5, 3], [2, 0, 8]]","[[1, 6, 4], [7, 5, 3], [0, 2, 8]]"
62,"[[1, 6, 4], [7, 5, 0], [2, 8, 3]]","[[1, 6, 4], [7, 5, 3], [2, 8, 0]]"
63,"[[1, 0, 4], [7, 6, 3], [2, 5, 8]]","[[0, 1, 4], [7, 6, 3], [2, 5, 8]]"
64,"[[1, 0, 4], [7, 6, 5], [2, 8, 3]]","[[0, 1, 4], [7, 6, 5], [2, 8, 3]]"
65,"[[1, 0, 6], [7, 3, 4], [2, 5, 8]]","[[0, 1, 6], [7, 3, 4], [2, 5, 8]]"
66,"[[1, 6, 4], [0, 8, 5], [7, 2, 3]]","[[0, 6, 4], [1, 8, 5], [7, 2, 3]]"
67,"[[1, 6, 4], [0, 8, 5], [7, 2, 3]]","[[1, 6, 4], [8, 0, 5], [7, 2, 3]]"
68,"[[1, 6, 4], [0, 7, 3], [2, 5, 8]]","[[1, 6, 4], [2, 7, 3], [0, 5, 8]]"
69,"[[1, 6, 4], [0, 7, 5], [2, 8, 3]]","[[1, 6, 4], [2, 7, 5], [0, 8, 3]]"
70,"[[1, 6, 4], [2, 0, 8], [3, 7, 5]]","[[1, 0, 4], [2, 6, 8], [3, 7, 5]]"
71,"[[1, 6, 4], [2, 0, 8], [3, 7, 5]]","[[1, 6, 4], [0, 2, 8], [3, 7, 5]]"
72,"[[1, 6, 4], [2, 7, 8], [3, 5, 0]]","[[1, 6, 4], [2, 7, 0], [3, 5, 8]]"
73,"[[1, 6, 4], [2, 0, 8], [3, 7, 5]]","[[1, 6, 4], [2, 8, 0], [3, 7, 5]]"
74,"[[7, 1, 4], [2, 6, 8], [0, 3, 5]]","[[7, 1, 4], [2, 6, 8], [3, 0, 5]]"
75,"[[1, 6, 4], [0, 7, 3], [2, 5, 8]]","[[0, 6, 4], [1, 7, 3], [2, 5, 8]]"
76,"[[1, 6, 4], [0, 7, 5], [2, 8, 3]]","[[0, 6, 4], [1, 7, 5], [2, 8, 3]]"
77,"[[1, 0, 4], [3, 6, 8], [7, 2, 5]]","[[1, 4, 0], [3, 6, 8], [7, 2, 5]]"
78,"[[1, 6, 4], [3, 8, 0], [7, 2, 5]]","[[1, 6, 0], [3, 8, 4], [7, 2, 5]]"
79,"[[1, 6, 4], [3, 2, 8], [7, 0, 5]]","[[1, 6, 4], [3, 2, 8], [7, 5, 0]]"
80,"[[1, 6, 4], [3, 8, 0], [7, 2, 5]]","[[1, 6, 4], [3, 8, 5], [7, 2, 0]]"
81,"[[1, 8, 6], [7, 4, 0], [2, 3, 5]]","[[1, 8, 0], [7, 4, 6], [2, 3, 5]]"
82,"[[1, 8, 6], [7, 3, 4], [2, 0, 5]]","[[1, 8, 6], [7, 3, 4], [0, 2, 5]]"
83,"[[1, 8, 6], [7, 3, 4], [2, 0, 5]]","[[1, 8, 6], [7, 3, 4], [2, 5, 0]]"
84,"[[1, 8, 6], [7, 4, 0], [2, 3, 5]]","[[1, 8, 6], [7, 4, 5], [2, 3, 0]]"
85,"[[7, 1, 4], [6, 0, 8], [2, 3, 5]]","[[7, 1, 4], [6, 3, 8], [2, 0, 5]]"
86,"[[7, 1, 4], [6, 0, 8], [2, 3, 5]]","[[7, 1, 4], [6, 8, 0], [2, 3, 5]]"
87,"[[1, 0, 4], [3, 6, 8], [7, 2, 5]]","[[0, 1, 4], [3, 6, 8], [7, 2, 5]]"
88,"[[1, 4, 8], [7, 3, 6], [2, 0, 5]]","[[1, 4, 8], [7, 3, 6], [0, 2, 5]]"
89,"[[1, 4, 8], [7, 3, 6], [2, 0, 5]]","[[1, 4, 8], [7, 3, 6], [2, 5, 0]]"
90,"[[1, 4, 8], [7, 6, 5], [2, 0, 3]]","[[1, 4, 8], [7, 6, 5], [0, 2, 3]]"
91,"[[1, 6, 4], [3, 2, 8], [7, 0, 5]]","[[1, 6, 4], [3, 2, 8], [0, 7, 5]]"
92,"[[7, 1, 4], [6, 0, 8], [2, 3, 5]]","[[7, 0, 4], [6, 1, 8], [2, 3, 5]]"
93,"[[1, 0, 8], [7, 4, 6], [2, 3, 5]]","[[0, 1, 8], [7, 4, 6], [2, 3, 5]]"
94,"[[1, 6, 0], [7, 5, 4], [2, 8, 3]]","[[1, 0, 6], [7, 5, 4], [2, 8, 3]]"
95,"[[1, 3, 6], [7, 0, 4], [2, 5, 8]]","[[1, 3, 6], [7, 4, 0], [2, 5, 8]]"
96,"[[1, 3, 6], [7, 0, 4], [2, 5, 8]]","[[1, 3, 6], [7, 5, 4], [2, 0, 8]]"
97,"[[1, 4, 0], [7, 6, 3], [2, 5, 8]]","[[1, 4, 3], [7, 6, 0], [2, 5, 8]]"
98,"[[1, 4, 8], [7, 6, 5], [2, 0, 3]]","[[1, 4, 8], [7, 0, 5], [2, 6, 3]]"
99,"[[1, 6, 4], [7, 5, 3], [0, 2, 8]]","[[1, 6, 4], [0, 5, 3], [7, 2, 8]]"
100,"[[1, 8, 6], [0, 7, 4], [2, 3, 5]]","[[1, 8, 6], [2, 7, 4], [0, 3, 5]]"
101,"[[6, 0, 4], [1, 3, 8], [7, 2, 5]]","[[6, 3, 4], [1, 0, 8], [7, 2, 5]]"
102,"[[6, 0, 4], [1, 3, 8], [7, 2, 5]]","[[6, 4, 0], [1, 3, 8], [7, 2, 5]]"
103,"[[7, 1, 6], [0, 8, 4], [2, 3, 5]]","[[7, 1, 6], [2, 8, 4], [0, 3, 5]]"
104,"[[1, 8, 6], [0, 7, 4], [2, 3, 5]]","[[0, 8, 6], [1, 7, 4], [2, 3, 5]]"
105,"[[1, 3, 6], [7, 0, 4], [2, 5, 8]]","[[1, 3, 6], [0, 7, 4], [2, 5, 8]]"
106,"[[1, 4, 0], [7, 6, 5], [2, 8, 3]]","[[1, 4, 5], [7, 6, 0], [2, 8, 3]]"
107,"[[1, 4, 8], [0, 7, 6], [2, 3, 5]]","[[1, 4, 8], [2, 7, 6], [0, 3, 5]]"
108,"[[7, 1, 6], [0, 8, 4], [2, 3, 5]]","[[7, 1, 6], [8, 0, 4], [2, 3, 5]]"
109,"[[1, 4, 8], [0, 7, 6], [2, 3, 5]]","[[0, 4, 8], [1, 7, 6], [2, 3, 5]]"
110,"[[1, 6, 4], [8, 0, 5], [7, 2, 3]]","[[1, 0, 4], [8, 6, 5], [7, 2, 3]]"
111,"[[1, 6, 4], [8, 0, 5], [7, 2, 3]]","[[1, 6, 4], [8, 2, 5], [7, 0, 3]]"
112,"[[1, 6, 4], [8, 0, 5], [7, 2, 3]]","[[1, 6, 4], [8, 5, 0], [7, 2, 3]]"
113,"[[6, 4, 0], [1, 7, 8], [2, 3, 5]]","[[6, 4, 8], [1, 7, 0], [2, 3, 5]]"
114,"[[0, 6, 4], [1, 8, 5], [7, 2, 3]]","[[6, 0, 4], [1, 8, 5], [7, 2, 3]]"
115,"[[0, 1, 4], [7, 6, 3], [2, 5, 8]]","[[7, 1, 4], [0, 6, 3], [2, 5, 8]]"
116,"[[0, 1, 4], [7, 6, 5], [2, 8, 3]]","[[7, 1, 4], [0, 6, 5], [2, 8, 3]]"
117,"[[0, 1, 6], [7, 3, 4], [2, 5, 8]]","[[7, 1, 6], [0, 3, 4], [2, 5, 8]]"
118,"[[6, 7, 4], [1, 0, 8], [2, 3, 5]]","[[6, 7, 4], [1, 3, 8], [2, 0, 5]]"
119,"[[6, 7, 4], [1, 0, 8], [2, 3, 5]]","[[6, 7, 4], [1, 8, 0], [2, 3, 5]]"
120,"[[1, 6, 0], [3, 8, 4], [7, 2, 5]]","[[1, 0, 6], [3, 8, 4], [7, 2, 5]]"
121,"[[1, 6, 4], [2, 7, 3], [0, 5, 8]]","[[1, 6, 4], [2, 7, 3], [5, 0, 8]]"
122,"[[1, 6, 4], [2, 7, 5], [0, 8, 3]]","[[1, 6, 4], [2, 7, 5], [8, 0, 3]]"
123,"[[1, 6, 4], [3, 2, 8], [7, 5, 0]]","[[1, 6, 4], [3, 2, 0], [7, 5, 8]]"
124,"[[1, 8, 6], [7, 3, 4], [0, 2, 5]]","[[1, 8, 6], [0, 3, 4], [7, 2, 5]]"
125,"[[1, 8, 6], [7, 4, 5], [2, 3, 0]]","[[1, 8, 6], [7, 4, 5], [2, 0, 3]]"
126,"[[1, 3, 6], [7, 4, 0], [2, 5, 8]]","[[1, 3, 0], [7, 4, 6], [2, 5, 8]]"
127,"[[1, 3, 6], [7, 5, 4], [2, 0, 8]]","[[1, 3, 6], [7, 5, 4], [0, 2, 8]]"
128,"[[1, 3, 6], [7, 5, 4], [2, 0, 8]]","[[1, 3, 6], [7, 5, 4], [2, 8, 0]]"
129,"[[1, 4, 3], [7, 6, 0], [2, 5, 8]]","[[1, 4, 3], [7, 0, 6], [2, 5, 8]]"
130,"[[6, 7, 4], [1, 0, 8], [2, 3, 5]]","[[6, 7, 4], [0, 1, 8], [2, 3, 5]]"
131,"[[1, 0, 4], [2, 6, 8], [3, 7, 5]]","[[1, 4, 0], [2, 6, 8], [3, 7, 5]]"
132,"[[1, 4, 8], [7, 3, 6], [0, 2, 5]]","[[1, 4, 8], [0, 3, 6], [7, 2, 5]]"
133,"[[1, 4, 8], [7, 6, 5], [0, 2, 3]]","[[1, 4, 8], [0, 6, 5], [7, 2, 3]]"
134,"[[1, 4, 0], [3, 6, 8], [7, 2, 5]]","[[1, 4, 8], [3, 6, 0], [7, 2, 5]]"
135,"[[1, 6, 4], [2, 7, 0], [3, 5, 8]]","[[1, 6, 0], [2, 7, 4], [3, 5, 8]]"
136,"[[1, 6, 4], [2, 8, 0], [3, 7, 5]]","[[1, 6, 0], [2, 8, 4], [3, 7, 5]]"
137,"[[1, 6, 4], [2, 8, 0], [3, 7, 5]]","[[1, 6, 4], [2, 8, 5], [3, 7, 0]]"
138,"[[1, 6, 4], [3, 8, 5], [7, 2, 0]]","[[1, 6, 4], [3, 8, 5], [7, 0, 2]]"
139,"[[1, 8, 6], [7, 3, 4], [2, 5, 0]]","[[1, 8, 6], [7, 3, 0], [2, 5, 4]]"
140,"[[1, 0, 6], [7, 5, 4], [2, 8, 3]]","[[0, 1, 6], [7, 5, 4], [2, 8, 3]]"
141,"[[1, 6, 4], [0, 5, 3], [7, 2, 8]]","[[0, 6, 4], [1, 5, 3], [7, 2, 8]]"
142,"[[1, 3, 6], [7, 4, 0], [2, 5, 8]]","[[1, 3, 6], [7, 4, 8], [2, 5, 0]]"
143,"[[1, 4, 3], [7, 6, 0], [2, 5, 8]]","[[1, 4, 3], [7, 6, 8], [2, 5, 0]]"
144,"[[1, 0, 6], [7, 5, 4], [2, 8, 3]]","[[1, 5, 6], [7, 0, 4], [2, 8, 3]]"
145,"[[1, 6, 4], [0, 5, 3], [7, 2, 8]]","[[1, 6, 4], [5, 0, 3], [7, 2, 8]]"
146,"[[1, 0, 4], [2, 6, 8], [3, 7, 5]]","[[0, 1, 4], [2, 6, 8], [3, 7, 5]]"
147,"[[1, 6, 4], [0, 2, 8], [3, 7, 5]]","[[0, 6, 4], [1, 2, 8], [3, 7, 5]]"
148,"[[1, 4, 8], [7, 3, 6], [2, 5, 0]]","[[1, 4, 8], [7, 3, 0], [2, 5, 6]]"
149,"[[1, 6, 4], [2, 7, 0], [3, 5, 8]]","[[1, 6, 4], [2, 0, 7], [3, 5, 8]]"
150,"[[0, 1, 4], [3, 6, 8], [7, 2, 5]]","[[3, 1, 4], [0, 6, 8], [7, 2, 5]]"
151,"[[0, 6, 4], [1, 7, 3], [2, 5, 8]]","[[6, 0, 4], [1, 7, 3], [2, 5, 8]]"
152,"[[0, 6, 4], [1, 7, 5], [2, 8, 3]]","[[6, 0, 4], [1, 7, 5], [2, 8, 3]]"
153,"[[7, 1, 4], [2, 6, 8], [3, 0, 5]]","[[7, 1, 4], [2, 6, 8], [3, 5, 0]]"
154,"[[1, 3, 6], [0, 7, 4], [2, 5, 8]]","[[1, 3, 6], [2, 7, 4], [0, 5, 8]]"
155,"[[1, 4, 5], [7, 6, 0], [2, 8, 3]]","[[1, 4, 5], [7, 0, 6], [2, 8, 3]]"
156,"[[1, 4, 5], [7, 6, 0], [2, 8, 3]]","[[1, 4, 5], [7, 6, 3], [2, 8, 0]]"
157,"[[1, 4, 8], [7, 0, 5], [2, 6, 3]]","[[1, 0, 8], [7, 4, 5], [2, 6, 3]]"
158,"[[1, 4, 8], [7, 0, 5], [2, 6, 3]]","[[1, 4, 8], [7, 5, 0], [2, 6, 3]]"
159,"[[6, 3, 4], [1, 0, 8], [7, 2, 5]]","[[6, 3, 4], [1, 2, 8], [7, 0, 5]]"
160,"[[6, 3, 4], [1, 0, 8], [7, 2, 5]]","[[6, 3, 4], [1, 8, 0], [7, 2, 5]]"
161,"[[7, 1, 4], [6, 8, 0], [2, 3, 5]]","[[7, 1, 0], [6, 8, 4], [2, 3, 5]]"
162,"[[7, 1, 4], [2, 6, 8], [3, 0, 5]]","[[7, 1, 4], [2, 0, 8], [3, 6, 5]]"
163,"[[7, 1, 4], [6, 3, 8], [2, 0, 5]]","[[7, 1, 4], [6, 3, 8], [0, 2, 5]]"
164,"[[7, 1, 4], [6, 3, 8], [2, 0, 5]]","[[7, 1, 4], [6, 3, 8], [2, 5, 0]]"
165,"[[7, 1, 4], [6, 8, 0], [2, 3, 5]]","[[7, 1, 4], [6, 8, 5], [2, 3, 0]]"
166,"[[1, 3, 6], [0, 7, 4], [2, 5, 8]]","[[0, 3, 6], [1, 7, 4], [2, 5, 8]]"
167,"[[1, 0, 4], [8, 6, 5], [7, 2, 3]]","[[1, 4, 0], [8, 6, 5], [7, 2, 3]]"
168,"[[1, 6, 4], [8, 5, 0], [7, 2, 3]]","[[1, 6, 0], [8, 5, 4], [7, 2, 3]]"
169,"[[1, 6, 4], [8, 5, 0], [7, 2, 3]]","[[1, 6, 4], [8, 5, 3], [7, 2, 0]]"
170,"[[1, 4, 8], [7, 0, 5], [2, 6, 3]]","[[1, 4, 8], [0, 7, 5], [2, 6, 3]]"
171,"[[1, 8, 6], [2, 7, 4], [0, 3, 5]]","[[1, 8, 6], [2, 7, 4], [3, 0, 5]]"
172,"[[6, 3, 4], [1, 0, 8], [7, 2, 5]]","[[6, 3, 4], [0, 1, 8], [7, 2, 5]]"
173,"[[6, 4, 0], [1, 3, 8], [7, 2, 5]]","[[6, 4, 8], [1, 3, 0], [7, 2, 5]]"
174,"[[7, 1, 6], [2, 8, 4], [0, 3, 5]]","[[7, 1, 6], [2, 8, 4], [3, 0, 5]]"
175,"[[0, 1, 8], [7, 4, 6], [2, 3, 5]]","[[7, 1, 8], [0, 4, 6], [2, 3, 5]]"
176,"[[1, 0, 4], [8, 6, 5], [7, 2, 3]]","[[0, 1, 4], [8, 6, 5], [7, 2, 3]]"
177,"[[1, 3, 0], [7, 4, 6], [2, 5, 8]]","[[1, 0, 3], [7, 4, 6], [2, 5, 8]]"
178,"[[1, 3, 6], [7, 5, 4], [0, 2, 8]]","[[1, 3, 6], [0, 5, 4], [7, 2, 8]]"
179,"[[1, 4, 3], [7, 0, 6], [2, 5, 8]]","[[1, 4, 3], [7, 5, 6], [2, 0, 8]]"
180,"[[1, 6, 4], [8, 2, 5], [7, 0, 3]]","[[1, 6, 4], [8, 2, 5], [0, 7, 3]]"
181,"[[1, 6, 4], [8, 2, 5], [7, 0, 3]]","[[1, 6, 4], [8, 2, 5], [7, 3, 0]]"
182,"[[1, 4, 8], [2, 7, 6], [0, 3, 5]]","[[1, 4, 8], [2, 7, 6], [3, 0, 5]]"
183,"[[7, 1, 6], [8, 0, 4], [2, 3, 5]]","[[7, 1, 6], [8, 3, 4], [2, 0, 5]]"
184,"[[7, 1, 6], [8, 0, 4], [2, 3, 5]]","[[7, 1, 6], [8, 4, 0], [2, 3, 5]]"
185,"[[7, 0, 4], [6, 1, 8], [2, 3, 5]]","[[7, 4, 0], [6, 1, 8], [2, 3, 5]]"
186,"[[1, 3, 6], [7, 5, 4], [2, 8, 0]]","[[1, 3, 6], [7, 5, 0], [2, 8, 4]]"
187,"[[1, 4, 3], [7, 0, 6], [2, 5, 8]]","[[1, 4, 3], [0, 7, 6], [2, 5, 8]]"
188,"[[1, 6, 4], [3, 2, 0], [7, 5, 8]]","[[1, 6, 0], [3, 2, 4], [7, 5, 8]]"
189,"[[1, 8, 6], [7, 4, 5], [2, 0, 3]]","[[1, 8, 6], [7, 4, 5], [0, 2, 3]]"
190,"[[6, 0, 4], [1, 8, 5], [7, 2, 3]]","[[6, 4, 0], [1, 8, 5], [7, 2, 3]]"
191,"[[7, 1, 4], [0, 6, 3], [2, 5, 8]]","[[7, 1, 4], [2, 6, 3], [0, 5, 8]]"
192,"[[7, 1, 4], [0, 6, 5], [2, 8, 3]]","[[7, 1, 4], [2, 6, 5], [0, 8, 3]]"
193,"[[7, 1, 6], [0, 3, 4], [2, 5, 8]]","[[7, 1, 6], [2, 3, 4], [0, 5, 8]]"
194,"[[7, 0, 4], [6, 1, 8], [2, 3, 5]]","[[0, 7, 4], [6, 1, 8], [2, 3, 5]]"
195,"[[0, 4, 8], [1, 7, 6], [2, 3, 5]]","[[4, 0, 8], [1, 7, 6], [2, 3, 5]]"
196,"[[7, 1, 6], [8, 0, 4], [2, 3, 5]]","[[7, 0, 6], [8, 1, 4], [2, 3, 5]]"
197,"[[0, 8, 6], [1, 7, 4], [2, 3, 5]]","[[8, 0, 6], [1, 7, 4], [2, 3, 5]]"
198,"[[1, 0, 6], [3, 8, 4], [7, 2, 5]]","[[0, 1, 6], [3, 8, 4], [7, 2, 5]]"
199,"[[1, 8, 6], [0, 3, 4], [7, 2, 5]]","[[0, 8, 6], [1, 3, 4], [7, 2, 5]]"
200,"[[1, 6, 4], [5, 0, 3], [7, 2, 8]]","[[1, 0, 4], [5, 6, 3], [7, 2, 8]]"
201,"[[1, 5, 6], [7, 0, 4], [2, 8, 3]]","[[1, 5, 6], [7, 4, 0], [2, 8, 3]]"
202,"[[1, 6, 4], [2, 7, 3], [5, 0, 8]]","[[1, 6, 4], [2, 0, 3], [5, 7, 8]]"
203,"[[1, 6, 4], [2, 7, 5], [8, 0, 3]]","[[1, 6, 4], [2, 0, 5], [8, 7, 3]]"
204,"[[1, 6, 4], [2, 7, 3], [5, 0, 8]]","[[1, 6, 4], [2, 7, 3], [5, 8, 0]]"
205,"[[1, 6, 4], [3, 2, 0], [7, 5, 8]]","[[1, 6, 4], [3, 0, 2], [7, 5, 8]]"
206,"[[1, 6, 4], [5, 0, 3], [7, 2, 8]]","[[1, 6, 4], [5, 2, 3], [7, 0, 8]]"
207,"[[1, 0, 6], [3, 8, 4], [7, 2, 5]]","[[1, 8, 6], [3, 0, 4], [7, 2, 5]]"
208,"[[1, 8, 6], [7, 4, 5], [2, 0, 3]]","[[1, 8, 6], [7, 0, 5], [2, 4, 3]]"
209,"[[6, 0, 4], [1, 8, 5], [7, 2, 3]]","[[6, 8, 4], [1, 0, 5], [7, 2, 3]]"
210,"[[7, 1, 4], [0, 6, 3], [2, 5, 8]]","[[7, 1, 4], [6, 0, 3], [2, 5, 8]]"
211,"[[7, 1, 4], [0, 6, 5], [2, 8, 3]]","[[7, 1, 4], [6, 0, 5], [2, 8, 3]]"
212,"[[7, 1, 6], [0, 3, 4], [2, 5, 8]]","[[7, 1, 6], [3, 0, 4], [2, 5, 8]]"
213,"[[1, 4, 8], [0, 3, 6], [7, 2, 5]]","[[0, 4, 8], [1, 3, 6], [7, 2, 5]]"
214,"[[1, 4, 8], [0, 6, 5], [7, 2, 3]]","[[0, 4, 8], [1, 6, 5], [7, 2, 3]]"
215,"[[1, 4, 5], [7, 0, 6], [2, 8, 3]]","[[1, 0, 5], [7, 4, 6], [2, 8, 3]]"
216,"[[1, 3, 6], [7, 4, 8], [2, 5, 0]]","[[1, 3, 6], [7, 4, 8], [2, 0, 5]]"
217,"[[1, 4, 3], [7, 6, 8], [2, 5, 0]]","[[1, 4, 3], [7, 6, 8], [2, 0, 5]]"
218,"[[1, 4, 8], [0, 3, 6], [7, 2, 5]]","[[1, 4, 8], [3, 0, 6], [7, 2, 5]]"
